Issue Type,Issue key,Req Pro ID,JAMA ID,Summary,Description,Status,Module,Created,Updated,Reporter
Requirement,OTC-7294,SR496.3,OTCnet-REQ-2390,Valid Batch Control Count,"The system shall validate that the batch control count is a positive integer greater than 0.  If not valid, the system shall display a message.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7295,SR496.4,OTCnet-REQ-2391,No Batch Control Display at Batch Close,The system shall not display the batch control information again if batch control is configured as mandatory at Batch Create only.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7296,SR496.5,OTCnet-REQ-2392,No Batch Control Display at Batch Create,The system shall not require a user to enter the batch control information upon batch creation if batch control is configured as mandatory at Batch Close only.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7298,SR496.7,OTCnet-REQ-2394,Mandatory Batch Control at Batch Close,The system shall require a user to enter the batch control (amount and count) information on batch close. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7299,SR496.8,OTCnet-REQ-2395,Mandatory Batch Control at Batch Create and Batch Close,The system shall require a user to enter the batch control (amount and count) information at batch create and batch close. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7300,SR496.9,OTCnet-REQ-2396,Defer Batch Controls in Mandatory,"The system shall provide the capability to allow a user to defer the entry of mandatory batch control information to batch close, if it has been configured to perform the mandatory batch control in both batch create and batch close.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7304,SR496.13,OTCnet-REQ-2400,Validate Batch Control Information have been entered in Batch Create,The system shall display a message if a user fails to provide the batch control amount and count in batch create if it has been configured.,Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7305,SR496.14,OTCnet-REQ-2401,Validate Batch Control Information have been entered in Batch Close,"The system shall validate that the batch control amount and count have been entered in batch close. (Only if it has been configured) If not valid, the system shall display a message.",Open,Check Capture Online,8/18/2017 11:10,8/18/2017 11:10,guerra_daniel@bah.com
Requirement,OTC-7333,SR531,OTCnet-REQ-2429,Print the Verification Report,The system shall provide the capability to allow a user to print the verification report.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7334,SR531.1,OTCnet-REQ-2430,Log Verification Report Printing,"The system shall log verification report printing in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7336,SR532.1,OTCnet-REQ-2432,Log Verification Authorization,"The system shall log verification override authorization in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7340,SR532.5,OTCnet-REQ-2436,Log Verification Override Successful,"The system shall log verification override successful in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7346,SR534,OTCnet-REQ-2442,Override a Denied Item,The system shall allow a user to override a denied item if it is not a closed account.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7353,SR535.4,OTCnet-REQ-2449,Mask PII when displaying receipt,The system shall mask all except the last 4 characters of PII data that are greater than or equal to 5 characters when displaying a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7354,SR535.5,OTCnet-REQ-2450,Mask behavior for less than 5 characters,The system shall mask all except the last character of the PII field if the PII has less than 5 characters when displaying a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7355,SR535.6,OTCnet-REQ-2451,Mask PII when printing receipt,The system shall mask all except the last 4 characters of PII data that are greater than or equal to 5 characters when printing a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7356,SR535.7,OTCnet-REQ-2452,Mask behavior for less than 5 characters,The system shall mask all except the last character of the PII field if the PII has less than 5 characters when printing a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7358,SR535.9,OTCnet-REQ-2454,Mask Account Number behavior for less than 5 characters when displaying receipt,The system shall mask all except the last character of the Account Number if the Account Number has less than 5 characters when displaying a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7357,SR535.8,OTCnet-REQ-2453,Mask Account Number when displaying receipt,The system shall mask all except the last 4 characters of the Account Number that are greater than or equal to 5 characters when displaying a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7359,SR535.10,OTCnet-REQ-2455,Mask Account Number when printing receipt,The system shall mask all except the last 4 characters of an Account Number if the Account Number is greater than or equal to 5 characters when printing a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7360,SR535.11,OTCnet-REQ-2456,Mask Account Number behavior for less than 5 characters when printing receipt,The system shall mask all except the last character of the Account Number if the Account Number has less than 5 characters when printing a receipt.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7361,SR536,OTCnet-REQ-2457,Log Receipt Printing - Manual Mode,"The system shall log the receipt was printed in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7362,SR537,OTCnet-REQ-2458,Print a Receipt Manually,The system shall provide the capability to allow users to print a receipt manually to a printer prior to completing the check processing. (Only if it has been configured),Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7365,SR537.3,OTCnet-REQ-2461,Processing Method Label,"The system shall display ""Processing Method"" as the label for ""Person"" in receipt.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7366,SR537.5,OTCnet-REQ-2462,Log Receipt Printing - Automatic Mode,"The system shall log the receipt was printed in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7368,SR537.7,OTCnet-REQ-2464,Print Receipt to Local Default Printer,The system shall print a receipt to the local desktop default printer if a user has not configured a printer for automatic or manual printing.,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7369,SR537.8,OTCnet-REQ-2465,Display Error Message if no Printer available on Desktop,The system shall present a printing error message to a user if no printer has been installed and/or configured on the desktop when the system is attempting to print a receipt,Open,Check Capture Online,8/18/2017 11:11,8/18/2017 11:11,guerra_daniel@bah.com
Requirement,OTC-7378,SR540.6,OTCnet-REQ-2474,Comment for a Void Item,The system shall display a message if a user fails to provide a description of why the item was voided during void item operation.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7381,SR540.9,OTCnet-REQ-2477,Log Void Action,"The system shall log void item successful in the audit log along with the message type, date and timestamp, module affected, description, default OTC Endpoint, username, and details.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7382,SR540.10,OTCnet-REQ-2478,Cancel the Void Request,The system shall allow a user to cancel the void request when he or she is entering the comments.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7383,SR540.12,OTCnet-REQ-2479,Log Void Cancellation Action,"The system shall log the void cancellation of void operation along with the message type, date and timestamp, module affected, description, default OTC Endpoint, username, source and details in the audit log.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7384,SR540.13,OTCnet-REQ-2480,Voiding an Item without Permission,The system shall prevent a user to trigger the void action without proper permission,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7387,SR542,OTCnet-REQ-2483,Prevent Further Processing,The system shall prevent submitting the voided items to CIRA and prevent further processing.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7413,SR1242,OTCnet-REQ-5189,System locks batch,The system shall prevent a batch from being acted upon by multiple users at the same time. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7414,SR1242.1,OTCnet-REQ-5190,Lock batch for same user but different terminal,"The system shall prevent a user, logged in with the same account but at different terminal, from acting upon the same batch. This applies to both single mode and batch mode",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7415,SR1242.2,OTCnet-REQ-5191,Prevent user to access locked batch to scan checks,The system shall prevent another user from accessing a batch if the batch is being used by another user to scan checks. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7416,SR1242.3,OTCnet-REQ-5192,Prevent user to access locked batch to close batch,The system shall prevent a user from accessing a batch if the batch is in the process of being closed by another user. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7417,SR1242.5,OTCnet-REQ-5193,Release Lock if User Returns to initial check page,The system shall release a lock on a batch if the original user acting upon a batch has selected to move to the previous page prior to scan check. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7418,SR1242.6,OTCnet-REQ-5194,Release Lock if User navigates away from scan check,The system shall release a lock on a batch if the original user acting upon a batch has selected to navigate away from the check scan module. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7419,SR1242.7,OTCnet-REQ-5195,Release Lock if User Logs Out,The system shall release a lock on a batch if the original user acting upon a batch has selected to log out of the system This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7420,SR1242.8,OTCnet-REQ-5196,Release Lock if User session times out,The system shall release a lock on a batch if the original user acting upon a batch has his or her user session time out. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7421,SR1242.9,OTCnet-REQ-5197,Release Lock if User Closes Browser,The system shall release a lock on a batch if the original user acting upon a batch closes his or her browser window. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7422,SR1242.10,OTCnet-REQ-5198,Prevent user from scanning checks to closed/approved batch,The system shall prevent a user from scanning checks to a batch that is in the process of being closed or approved by another user.  This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7424,SR1243,OTCnet-REQ-5200,Display Error Message for any Locked batch,The system shall display a message to a user trying to take action against a batch if it is locked for another user. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7423,SR1242.11,OTCnet-REQ-5199,Release lock if batch status is validated,The system shall release a lock on a batch when the batch status has been validated. This applies to both single mode and batch mode,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7425,SR1279,OTCnet-REQ-5254,Maximum Number of Checks,The system shall prevent a user from scanning over 3000 checks for a batch. This applies to single and batch mode.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7427,SR1280,OTCnet-REQ-5256,Total Batch Amount,"The system shall prevent a user from scanning a batch that exceeds a total batch amount of 9,999,999,999.99. This applies to single and batch mode.",Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7433,SR1298.4,OTCnet-REQ-5284,Handling of In Process TAS Strings in Check Capture,The system shall prevent a user from assigning a TAS String to check transactions that is currently being validated by SAM or has been determined as invalid by SAM validation.,Open,Check Capture Online,8/18/2017 11:12,8/18/2017 11:12,guerra_daniel@bah.com
Requirement,OTC-7446,SR1300.2,OTCnet-REQ-5297,Accounting Code validation message in single mode,The system shall display a message if a user fails to enter the required  accounting code information in single mode for transactions that are associated to a GWA Reporter ALC.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7450,SR1301.3,OTCnet-REQ-5301,Informational Message for Non GWA Reporter,"The system shall display an informational message, per user interface guideline,  and allow a user  to continue the check scan activity if no accounting codes are available for selection, if the Endpoint is not a GWA Reporter.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7451,SR1301.4,OTCnet-REQ-5302,Handling of In Process TAS Strings in Check Capture,The system shall prevent a user from assigning a TAS String to check transactions that is currently being validated by SAM or has been determined as invalid by SAM validation.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7452,SR1301.5,OTCnet-REQ-5303,Enter the accounting code information  after the check is scanned,The system shall allow a user to enter the accounting code information after a check is scanned in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7453,SR1301.6,OTCnet-REQ-5304,Agency Accounting Code Label,"The system shall display ""Agency Accounting Code"" as the label for the accounting code field on the check scan page in batch mode.",Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7454,SR1301.7,OTCnet-REQ-5305,Display Accounting Code and Description after code selected,The system shall display the Agency Accounting Code and full Accounting Code Description once a user has specified the Accounting Code for a check transaction in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7455,SR1301.8,OTCnet-REQ-5306,Enter the accounting code information before check scanning,The system shall allow a user to enter the accounting code information before the first check is scanned in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7460,SR1302.4,OTCnet-REQ-5311,Sticky Accounting Code Information - Select another OTC Endpoint,The system shall default the sticky accounting code value if the user selects another OTC Endpoint within the same user session in batch mode. The sticky accounting code will be based on the last saved transaction for the OTC Endpoint (ALC+2) selected and the user.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7462,SR1303,OTCnet-REQ-5313,Save Accounting Code Information for Check Transactions,The system shall provide the capability to save the accounting code information for a check transaction if the information is provided by a user in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7463,SR1303.1,OTCnet-REQ-5314,One or More Accounting Codes for each Check Transaction,The system shall support one or more accounting codes per check transaction in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7464,SR1303.2,OTCnet-REQ-5315,Accounting Code validation message in batch mode,The system shall display a message if a user fails to enter the required  accounting code information in batch mode for transactions that are associated to a GWA Reporter ALC.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7465,SR1592,OTCnet-REQ-5563,Save User ID for Check Transactions in Batch Mode,The system shall store the user id of the person who scanned the check at the individual check item level when they save the check transaction in batch mode processing,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7469,SR1743,OTCnet-REQ-5784,Unique Batch ID - Single Mode,The system shall ensure that a Batch ID is unique across the Online Transaction Processing (OLTP) and the OTCnet Archive database during scan check in single mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7468,SR1599,OTCnet-REQ-5570,Display Cashier ID in Receipt,The system shall display the user id of the person who scanned the check when a user views a receipt,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7470,SR1751,OTCnet-REQ-5838,Unique Batch ID - Batch Mode,The system shall ensure that a Batch ID is unique across the Online Transaction Processing (OLTP) and the OTCnet Archive database during scan check in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7471,SR1755,OTCnet-REQ-5848,Unique IRN - Single Mode,The system shall ensure that an IRN numbers is unique across the Online Transaction Processing (OLTP) and the OTCnet Archive database during scan check in single mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-7472,SR1757,OTCnet-REQ-5849,Unique IRN - Batch Mode,The system shall ensure that an IRN numbers is unique across the Online Transaction Processing (OLTP) and the OTCnet Archive database during scan check in batch mode.,Open,Check Capture Online,8/18/2017 11:13,8/18/2017 11:13,guerra_daniel@bah.com
Requirement,OTC-8655,SR559.9,OTCnet-REQ-2545,Edit Check Amount,"The system shall prevent a user from saving an updated item if the updated Check Amount results in the total Batch Amount for that batch exceeding $9,999,999,999.99.",Open,Check Capture Online,8/18/2017 11:30,8/18/2017 11:30,guerra_daniel@bah.com
Requirement,OTC-7231,SR448,OTCnet-REQ-2327,Scan a Check with Franking,"The system shall automatically stamp the front of a check if franking is turned on for the following scanner models:

1.EC7000i

2.Panini I:Deal



Stamp wording is specified by vendors.",Closed,Check Capture Online,8/18/2017 11:09,5/21/2018 12:53,guerra_daniel@bah.com
Requirement,OTC-7297,SR496.6,OTCnet-REQ-2393,Log Batch Control,"If a user enters the batch control information, the system logs the batch control change authorization in the audit log along with the message type, date and timestamp, module affected, description, OTC Endpoint, username, source and details.",Closed,Check Capture Online,8/18/2017 11:10,9/27/2018 17:10,guerra_daniel@bah.com
